codigo_departamento;nombre_departamento;codigo_municipio;nombre_municipio;codigo_postal;tipo;limite_norte;limite_sur;limite_este;limite_oeste;longitud_centroide;latitud_centroide;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal
19;CAUCA;19300;CALOTO;191,087;Rural;VÍA VILLA RICA-PADILLA;VÍA GUACHENÉ-EL TETILLO;MUNICIPIO PADILLA;VÍA GUACHENÉ-PTO. TEJADA;-76-3815867587913;3-1602139637061;Sin Informacion de Barrios;Sin Informacion de Veredas
13;BOLIVAR;13300;HATILLO DE LOBA;133,040;Urbano;CL 8;CL 1;LIMITE URBANO;KR 14;-74-0774517214057;8-95663606165334;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68307;GIRON;687,557;Rural;M. LEBRIJA Y SABANA DE TORRES;MUNICIPIO BETULIA;RÍO (PERMANENTE);MUNICIPIO BARRANCABERMEJA;-73-4036663814191;7-12345076108551;Sin Informacion de Barrios;Cerro de La Aurora- Río Sucio Alto-  San Silvestre
44;LA GUAJIRA;44098;DISTRACCION;444,001;Urbano;CL 1;CL 14;KR 6;KR 21;-72-8863404299584;10-8965739733439;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05001;MEDELLIN;50,043;Urbano;CL 107-107A-Q. LA MONTAÑITA Y M. BELLO;CL 94- 93A Y 93;KR  76- 78 Y 80;KR 87  Y  LIMITE URBANO;-75-582688940766;6-30093673111367;Doce de Octubre No.1- Doce de Octubre No.2- El Triunfo- Mirador del Doce- Picachito- Picacho- Progreso No.2- San Martín de Porres;Sin Informacion de Veredas
68;SANTANDER;68101;BOLIVAR;685,007;Rural;MUNICIPIO CIMITARRA;MPIO. PUERTO BOYACA;VIA PTO. PINZÓN-SAN FERNANDO;MUNICIPIO PUERTO BOYACA;-74-3620872318443;6-15956730942577;Sin Informacion de Barrios;Campo Seco
13;BOLIVAR;13760;SOPLAVIENTO;131,507;Rural;MUNICIPIO REPELÓN;MUNICIPIO MAHATES;M. SAN CRISTOBAL Y CALAMAR;MPIO. SAN ESTANISLAO;-75-1169811003899;10-3314530944397;Sin Informacion de Barrios;Evitar- Mahates
99;VICHADA;99773;CUMARIBO;991,059;Rural;MPIO. STA. ROSALIA Y LA PRIMAVERA;VÍA EL VIENTO-TRES MATAS;VÍA TRES MATAS- EL JORDÁN;MUNICIPIO PUERTO GAITÁN;-70-8070237365494;4-65756085790571;Sin Informacion de Barrios;Sin Informacion de Veredas
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;132,057;Rural;MUNICIPIO SAN JACINTO;VIA ZAMBRANO-EL CAR. DE BOLIVAR;MUNICIPIO ZAMBRANO;VIA SAN JACINTO-EL C. DE BOLIVAR;-75-0382192349461;9-74519118088136;Gamb¾tico;Sin Informacion de Veredas
54;NORTE DE SANTANDER;54206;CONVENCION;547,050;Urbano;KR 20B;KR 1;CL 1;CL 11;-73-3372403425445;8-47001243507503;Sin Informacion de Barrios;Sin Informacion de Veredas
11;BOGOTA- D.C.;11001;LOCALIDAD SANTA FE;110,321;Urbano;AC 19;AC 1;LIMITE URBANO;AK 14;-74-0420828241963;4-58061007665208;El Dorado- El Guavio- El Rocío- Girardot- La Capuchina- La Pena- La Pena Rural- Las Cruces- Los Laches- Lourdes- Ramírez- San Bernardino- San Francisco Rural- Santa Inés- Veracruz;Sin Informacion de Veredas
54;NORTE DE SANTANDER;54239;DURANIA;544,517;Rural;M. SAN CAYETANO Y SANTIAGO;MUNICIPIO ARBOLEDAS;M. BOCHALEMA Y SAN CAYETANO;MPIO. SANTIAGO Y SALAZAR;-72-6722454566066;7-74610684059832;Sin Informacion de Barrios;Batatal- Bejucales-  Buenavista-  Cabecera Municipal-  Cachiri-  Cañahuate-  Cedro-  Chuspa-  Cornejito-  El Almendral-  El Palmar-  El Retiro-  Golondrina-  Inmenso-  La Argentina-  La Cuchilla-  Líbano-  Morretón-  Orope-  Platanala-  Portachuelo-  Puen
13;BOLIVAR;13650;SAN FERNANDO;133,007;Rural;M. SAN SEBASTIAN DE BUENAVISTA;MUNICIPIO MARGARITA;MUNICIPIO GUAMAL;VIA GUATACA-SANTA ROSA;-74-3328193837291;9-18365579506883;Sin Informacion de Barrios;Sin Informacion de Veredas
20;CESAR;20060;BOSCONIA;201,027;Rural;MUNICIPIO EL COPEY;MUNICIPIO EL PASO;MUNICIPIO VALLEDUPAR;MUNICIPIO ARIGUANI;-73-8662584009184;9-94619860611692;Aronia- El Bosque- Federación- Portal de Bosconia- Urbanización LG- Urbanización Villa Campestre;Boca Tigre- Cabecera Municipal-  El Alto de Minas-  El Edén-  El Tropezón-  Fortuna-  Las Pavas-  Loma Colorada-  Loma Colorada-  Loma Linda-  Nueva Idea-  Puerto Lajas
52;NARIÑO;52260;EL TAMBO;522,067;Rural;MUNICIPIO EL PEÑOL;M. LA FLORIDA Y SANDONA;VÍA EL PEÑOL-MATITUY;MUNICIPIO LINARES;-77-4300739317632;1-39808097584813;Sin Informacion de Barrios;Cascajal Alto- Cascajal Bajo-  Granadillo-  LLano Grande-  San Pedro-  Trojayaco
20;CESAR;20001;VALLEDUPAR;200,018;Rural;MUNICIPIO EL COPEY;MUNICIPIO EL PASO;MUNICIPIO LA PAZ Y RIO;M. EL COPEY Y BOSCONIA;-73-684252010689;10-0445263056008;Sin Informacion de Barrios;Sin Informacion de Veredas
86;PUTUMAYO;86001;MOCOA;860,007;Rural;MPIO. LA CRUZ Y SANTA ROSA;MUNICIPIO VILLAGARZÓN;VÍA VILLAGARZÓN-CONDAGUA Y M. STA. R.;MPIO. SAN FCO. Y EL TABLÓN DE GÓMEZ;-76-715198802051;1-29156356027346;Sin Informacion de Barrios;El Silencio- Resguardo Indigena Aponte
76;VALLE DEL CAUCA;76828;TRUJILLO;761,027;Rural;MUNICIPIO BOLÍVAR;MUNICIPIO RIOFRÍO;VÍA RIOFRÍO - NARANJAL;M. EL LITORAL DEL SAN JUAN;-76-3976744927929;4-22176807994839;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05001;MEDELLIN;50,006;Urbano;KR 55- CL 88- K 53A- C 86 Y 88;CL 77 Y 78;KR  45;RIO MEDELLIN;-75-5612736832271;6-27663139274546;Brasilia- Campo Valdés No.1- Las Esmeraldas- Miranda- Moravia;Sin Informacion de Veredas
20;CESAR;20550;PELAYA;204,047;Rural;MUNICIPIO PAILITAS Y TAMALAMEQUE;MUNICIPIO LA GLORIA;MUNICIPIO EL CARMEN;MUNICIPIO LA GLORIA;-73-6330151442745;8-76438655877263;Sin Informacion de Barrios;Sin Informacion de Veredas
18;CAQUETA;18410;LA MONTAÑITA;181,058;Rural;Q/DA. LA MINA Y LA NIÑA MARIA;MPIO. MILAN Y Q/DA. LA CULEBRA;VÍA MATEGUADUA-PALMA AZUL;MUNICIPIO MILÁN;-75-3084250478998;1-3200111730294;Sin Informacion de Barrios;Sin Informacion de Veredas
73;TOLIMA;73408;LERIDA;731,027;Rural;MUNICIPIO ARMERO;MUNICIPIO VENADILLO;MUNICIPIO AMBALEMA;MUNICIPIO LÍBANO;-74-9238231402938;4-8653338305441;Sin Informacion de Barrios;Alto del Bledo- Alto del Sol-  Ambalema_Tolima-  Bledonia-  Boqueron-  Buenavista-  Cabecera Municipal-  California-  Carabali-  Chorrillo-  Coloya-  Convenio-  Delicias-  El Censo-  El Censo-  El Descanso-  El Mirador-  Iguacito-  Iguasitos-  La ?nsula-
15;BOYACA;15820;TOPAGA;152,047;Rural;MPIO. CORRALES Y GAMEZA;MPIO. MONGUI Y MONGUA;MPIO. GAMEZA Y MONGUA;MPIO. NOBSA Y SOGAMOSO;-72-8366522272556;5-76512185039991;Sin Informacion de Barrios;Sin Informacion de Veredas
20;CESAR;20001;VALLEDUPAR;200,004;Urbano;CL 16;KR 40 Y DG 21;KR 19 Y DG 21;LIMITE URBANO;-73-2708143180681;10-4534298203856;Alamos II- Alamos III- Buenavista- Casimiro Maestre- Central de Abastos- Cicerón Maestre- Ciudadela 450 Años I Etapa- Ciudadela 450 Años II Etapa- Ciudadela 450 Años III Etapa- El Cerrito- El Hogar- El Progreso- Enrique Pupo- Francisco de Paula Santander-;Sin Informacion de Veredas
54;NORTE DE SANTANDER;54206;CONVENCION;547,058;Rural;RÍO SAYÁN BOKY Y MPIO. EL CARMEN;QUEBRADA TRINIDAD;MUNICIPIO TEORAMA;MUNICIPIO EL CARMEN;-73-2216388772648;8-88361241284008;Sin Informacion de Barrios;Comunidades Indigenas- Costa RIca-  Nueva Colombia
68;SANTANDER;68079;BARICHARA;684,047;Rural;M. ZAPATOCA Y VILLANUEVA;VIA SAN GIL - BARICHARA;MUNICIPIO VILLANUEVA;M. ZAPATOCA Y GALÁN;-73-2222333057277;6-68092232123649;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25168;CHAGUANI;253,240;Urbano;LIMITE URBANO;TV 2;A MELGAR;LIMITE URBANO;-74-5936561367594;4-94893249509198;Sin Informacion de Barrios;CENTRO- MELGAS
47;MAGDALENA;47189;CIENAGA;478,008;Rural;RÍO FRIO;MUNICIPIO ARACATACA;MUNICIPIO SANTA MARTA;MPIO. ZONA BANANERA;-73-9924980303604;10-8197525300499;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05664;SAN PEDRO DE LOS MILAGROS;51,017;Rural;M. ENTRERRIOS Y BELMIRA;M. BELLO Y COPACABANA;MUNICIPIO DON MATIAS;MUNICIPIO SAN JERONIMO;-75-5639327306152;6-45808729369014;Sin Informacion de Barrios;Alto de medina- Cabecera Municipal-  Cereales-  Cerezales-  Cuartas-  El Espinal-  El Rano-  El Tambo-  El Tambo-  La Apretel-  La Cuchilla-  La Palma-  La Pulgarina-  Las Ánimas-  Río Chico-  San Francisco-  Santa Barbara-  Zarzal La Luz
68;SANTANDER;68755;SOCORRO;683,558;Rural;VÍA SOCORRO-RÍO SUÁREZ Y M. PALMAR;MPIO. PALMAS DEL SOCORRO;VÍA CONFINES-SOCORRO;MUNICIPIO SIMACOTA;-73-2703415481844;6-44287102691186;Sin Informacion de Barrios;Árbol Sólo- El Líbano-  El Morro-  La Honda
27;CHOCO;27025;ALTO BAUDO;276,078;Rural;RÍO CUGUCHO Y BAUDÓ;MPIO. BAJO Y MEDIO BAUDO;MPIO. RÍO QUITO Y EL CANTÓN DE S. PABLO;MUNICIPIO NUQUI;-77-0559664675911;5-56784405550343;Sin Informacion de Barrios;Sin Informacion de Veredas
73;TOLIMA;73854;VALLE DE SAN JUAN;733,020;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-1155700556569;4-19746205046681;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15897;ZETAQUIRA;152,687;Rural;MPIO. RONDÓN Y PESCA;M. GARAGOA- MIRAFLO.- BERBEO Y SAN EDU.;MUNICIPIO AQUITANIA;MPIO. RAMIRIQUI Y CHINAVITA;-73-1691954688268;5-27879574195788;Sin Informacion de Barrios;Centro
15;BOYACA;15001;TUNJA;150,007;Rural;MPIO. COMBITA Y OICATA;VÍA SORACÁ-TUNJA;MPIO. CHIVATÁ Y SORACÁ;LÍMITE URBANO;-73-3280079595465;5-54777405528648;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25486;NEMOCON;251,037;Rural;MUNICIPIO SUESCA;MUNICIPIO ZIPAQUIRA;M. SUESCA Y GACHANCIPÁ;RÍO CHECUA Y NEUSA;-73-8772358873483;5-07814631550622;Sin Informacion de Barrios;BARRANCAS- CERRO VERDE-  CHECUA-  CHITIVA ALTO-  MOGUIA-  PERICO-  SUSATA-  SUSATA
19;CAUCA;19698;SANTANDER DE QUILICHAO;191,030;Urbano;CL 15;LIMITE URBANO;LIMITE URBANO;KR 21;-76-4846114694153;3-01106957211255;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52256;EL ROSARIO;527,038;Rural;M. LEIVA Y RÍO (PERMANENTE);RÍO (PERMA.) Y LA MONTAÑA;MPIO. LEIVA Y MERCADERES;MUNICIPIO POLICARPA;-77-3700531377963;1-82712100639816;Sin Informacion de Barrios;Sin Informacion de Veredas
11;BOGOTA- D.C.;11001;LOCALIDAD RAFAEL URIBE URIBE;111,821;Urbano;AK CARACAS;AK  10;AC 1 DE MAYO;CL  47 S;-74-1093749865069;4-57226226220666;Granja de Santa Sofía- Granja San Pablo- Gustavo Restrepo- Hospital San Carlos- La Resurrección- La Resurrección I- Marco Fidel Suárez- San Jorge Sur- San José Sur- San Luis- Sosiego Sur;Sin Informacion de Veredas
25;CUNDINAMARCA;25797;TENA;252,617;Rural;M. LA MESA Y BOJACÁ;MUNICIPIO EL COLEGIO;M. SAN ANTO. DEL TEQ. Y BOJACÁ;MUNICIPIO LA MESA;-74-3910106946692;4-65163385522425;Sin Informacion de Barrios;ANDEN- BETULIA-  CATALAMONTE-  CATIVA-  CHILCAL-  EL PALMAR-  EL ROSARIO-  EL TIGRE-  ESCALANTE-  FLORIAN-  GUASIMAL-  GUAYABAL BAJO-  HELECHAL-  HOSPICIO-  JUNCA-  LA HONDA-  LAGUNETA-  LUSERNA-  NAPOLES-  PAYACAL-  PEÑA NEGRA-  ROBLEHUECO-  SAN ANTONIO-
23;CORDOBA;23678;SAN CARLOS;232,507;Rural;MUNICIPIO CERETÉ;VÍA EL CERRITO-LA LATA;VÍA CERETÉ-SAN CARLOS-FLECHA;MUNICIPIO MONTERIA;-75-7408569178721;8-77579824952022;Sin Informacion de Barrios;El Sabanal- Las Lamas
23;CORDOBA;23580;PUERTO LIBERTADOR;234,039;Rural;VÍA J. JOSÉ-VILLANUEVA Y RÍO SAN PEDRO;MUNICIPIO ITUANGO;MUNICIPIO TARAZÁ;MUNICIPIO MONTELIBANO;-75-8352346329228;7-56572620510332;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52233;CUMBITARA;526,560;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-77-5783792356177;1-64763949294587;Sin Informacion de Barrios;Sin Informacion de Veredas
8;ATLANTICO;08560;PONEDERA;84,008;Rural;CAÑO;MPIO. CANDELARIA;MUNICIPIO SALAMINA;MPIO. SABANALARGA;-74-7925787619422;10-559450599011;Sin Informacion de Barrios;Sin Informacion de Veredas
50;META;50568;PUERTO GAITAN;502,048;Rural;MUNICIPIO OROCUE;RÍO GUARROJO;MPIO. SANTA ROSALIA Y CUMARIBO;CAÑO BARRULIA Y CARACATE;-71-3441521450765;4-50842838904629;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05318;GUARNE;54,050;Urbano;LIMITE URBANO;LIMITE URBANO;KR 47;KR 53;-75-4413590914893;6-27759259157853;Sin Informacion de Barrios;Sin Informacion de Veredas
91;AMAZONAS;91798;TARAPACA;911,039;Rural;MUNICIPIO LA PRADERA;PERÚ;RÍO CAUDALOSO;M. PUERO ARICA;-70-2217139159941;-2-29862964324047;Sin Informacion de Barrios;Sin Informacion de Veredas
70;SUCRE;70001;SINCELEJO;700,003;Urbano;LIMITE URBANO;CL 25;KR 17;LIMITE URBANO;-75-4076835197448;9-30884462776544;17 de Septiembre- 2 de Septiembre- 20 de Julio- Altos del Rosario- Bogolo- Bongo- Botero I- Botero II- California- Calle del Campo- Camilo Torres- Cerrito Colorado- Chacuri- Chadid- Cielo Azul- Ciudad Satélite- Cruz de Mayo- Divino Salvador I- Divino Salv;Sin Informacion de Veredas
20;CESAR;20310;GONZALEZ;205,037;Rural;MUNICIPIO CONVENCIÓN;MPIO. OCAÑA Y GONZÁLEZ;MPIO. CONVENCIÓN Y OCAÑA;MPIO. OCAÑA Y RÍO DE ORO;-73-3754431604226;8-40572259883868;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05792;TARSO;56,437;Rural;MUNICIPIO VENECIA;MUNICIPIO FREDONIA;MUNICIPIO FREDONIA;RÍO CAUCA;-75-7699994914041;5-93835853952231;Sin Informacion de Barrios;El Vergel
41;HUILA;41020;ALGECIRAS;413,047;Rural;M. RIVERA Y CAMPOALEGRE;M. SAN V. DEL CAGUÁN Y PUERTO RICO;MPIO. SAN V. DEL CAGUÁN;VÍA CAMPOALE.-EL PARAISO -LA UNIÓN;-75-1593837113889;2-62200398743352;Sin Informacion de Barrios;PARAISO VIEJO
15;BOYACA;15696;SANTA SOFIA;154,247;Rural;MUNICIPIO MONIQUIRA;MUNICIPIO SUTAMARCHAN;MUNICIPIO GACHANTIVA;MPIO. PTE. NACIONAL Y SABOYA;-73-603257684501;5-7320011347071;Sin Informacion de Barrios;Barbilla Y Mane- Cabecera Municipal-  Guatoque
52;NARIÑO;52227;CUMBAL;525,008;Rural;Q/DA. TARFUE Y RÍO BLANCO;PAÍS ECUADOR;MUNICIPIO CUASPUD;RÍO (PERMANENTE);-77-904237175042;0-850049988530373;Sin Informacion de Barrios;Sin Informacion de Veredas
18;CAQUETA;18610;SAN JOSE DEL FRAGUA;186,077;Rural;MPIO. BELEN DE LOS ANDAQUIES;MUNICIPIO CURILLO;MPIO. CURILLO Y ALBANIA;RÍO FRAGÜITA;-76-0528301860097;1-2843267609681;Sin Informacion de Barrios;Ato Masaya- Buenos Aires-  Masaya Media-  Santa Helena
73;TOLIMA;73678;SAN LUIS;733,001;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;CL 1;-75-0952613076515;4-13299269547502;Sin Informacion de Barrios;Sin Informacion de Veredas
95;GUAVIARE;95025;EL RETORNO;951,008;Rural;MPIO. SAN JOSE DEL GUAVIARE;MUNICIPIO MIRAFLORES;CAÑO KINIQUIARE;RÍO INÍRIDA;-71-7824875373591;2-05233365523645;Sin Informacion de Barrios;Sin Informacion de Veredas
50;META;50683;SAN JUAN DE ARAMA;504,048;Rural;MUNICIPIO GRANADA;MPIO. VISTAHERMOSA Y PTO. LLERAS;MPIO. FUENTE DE ORO Y PTO. LLERAS;CAÑO CUMINA Y RÍO (PERMANENTE);-73-6740910973345;3-26356237866969;Sin Informacion de Barrios;Buenos Aires- Palomas
15;BOYACA;15761;SOMONDOCO;153,030;Urbano;KR 1;KR 7;CL 1;CL 8;-73-4333506551661;4-98583639521115;Sin Informacion de Barrios;Sin Informacion de Veredas
18;CAQUETA;18410;LA MONTAÑITA;181,059;Rural;MUNICIPIO EL PAUJIL;MPIO. SOLANO Y MILÁN;MPIO. CARTAGENA DEL CHAIRÁ;Q. LA CULEBRA Y VÍA MATEGUA.-PALMA A.;-75-1571919152618;1-25711885030779;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19548;PIENDAMO;190,539;Rural;MUNICIPIO CALDONO;VÍA MORALES-MONDOMO;MUNICIPIO CALDONO;MUNICIPIO MORALES;-76-5803048308709;2-80323833306323;Sin Informacion de Barrios;Carpintero- La Estrella-  San Antonio
50;META;50400;LEJANIAS;506,067;Rural;RÍO GUAPE;MPIO. MESETAS Y SAN J. DE ARAMA;MUNICIPIO GRANADA;MUNICIPIO URIBE;-74-1055912971153;3-56595825528285;Sin Informacion de Barrios;Sin Informacion de Veredas
95;GUAVIARE;95015;CALAMAR;953,007;Rural;MPIO. SAN JOSE DEL G. Y EL RETORNO;MUNICIPIO MIRAFLORES;MPIO. EL RETORNO Y MIRAFLORES;RÍO ITILLA;-72-632240113237;1-85989989967948;Sin Informacion de Barrios;Sin Informacion de Veredas
99;VICHADA;99524;LA PRIMAVERA;992,017;Rural;MUNICIPIO PAZ DE ARIPORO;MUNICIPIO CUMARIBO;VÍA STA. BARBÁ.-CÑ. BRAVO Y SENDERO;VÍA LA PRIMAVERA-MURIVA Y SENDERO;-70-0688754514331;5-3302800012487;Sin Informacion de Barrios;Cabecera Municipal
52;NARIÑO;52317;GUACHUCAL;524,587;Rural;MUNICIPIO SAPUYES;M. CUASPUD- ALDA. Y PUPIALES;M. SAPUYES Y PUPIALES;RÍO SAPUYES;-77-6941243352365;0-970066596623781;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05756;SONSON;54,827;Rural;M. PUERTO TRIUNFO;M. NORCACIA Y ARGELIA;M. P. BOYACA Y LA DORADA;M. SAN FRANCISCO;-74-8044651694151;5-80376942647274;Sin Informacion de Barrios;Alto Bonito- Alto de Samana-  Alto del Pollo-  Butantan-  Guadualito-  La Florida - Tres Ranchos-  La Linda-  La Mesa-  La Paz- San Francisco-  Limones-  Mesones-  Mulato Alto-  Mulato Bajo-  Piedras Blancas-  Quiebra de Roque-  San Antonio-  San Esteban-
73;TOLIMA;73152;CASABIANCA;731,528;Rural;MUNICIPIO HERVEO;MUNICIPIO VILLAHERMOSA;RELIEVE MONTAÑOSO;M. HERVEO Y VILLAMARIA;-75-2523099238064;4-97498493104217;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52835;SAN ANDRES DE TUMACO;528,509;Rural;OCEANO PACIFICO;RÍO MIRA;VIA TUMACO BARBACOAS;OCEANO PACIFICO;-78-8617685718126;1-71527897880702;Sin Informacion de Barrios;Sin Informacion de Veredas
44;LA GUAJIRA;44560;MANAURE;441,017;Rural;MAR CARIBE;MUNICIPIO MAICAO;ARROYO YUNA- CATAHIRIAI Y BOLOMBOLO;VÍA ALBANIA-SURTARÚ-ESTA. BALLENAS;-72-6129125970965;11-5782022499168;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76895;ZARZAL;762,527;Rural;MUNICIPIO LA VICTORIA;Q/DA. LAS CAÑAS Y RÍO (PERMANENTE);MPIO. LA TEBAIDA Y SEVILLA;MUNICIPIO ROLDANILLO;-76-034393897587;4-39932129555984;Sin Informacion de Barrios;Sin Informacion de Veredas
94;GUAINIA;94885;GUADALUPE;942,057;Rural;MUNICIPIO SAN FELIPE;PAÍS BRASIL;PAÍS VENEZUELA;PAÍS BRASIL;-67-0067624592759;1-3697568358441;Sin Informacion de Barrios;Sin Informacion de Veredas
81;ARAUCA;81220;CRAVO NORTE;812,018;Rural;CAÑO LOS ARAGUATOS;RÍO META;VENEZUELA;M. HATO COROZAL;-69-8012935542711;6-23595497726268;Sin Informacion de Barrios;Campo Abierto- Juriepe-  La Esperanza-  La Vírgen-  Lejanas de Juriepe-  Los Pasados-  Nueva Antioquia-  Resguardo Indigena-  Santa Bárbara
41;HUILA;41001;NEIVA;410,006;Urbano;CL 1 S Y AV CIRCUN;LIMITE URBANO;KR  41;M. PALERMO;-75-2793053181331;2-90753493089142;Altos Del Limonar I- Altos Del Limonar II- Andalucía II Etapa- Arismendi Mora Perdomo- Bella Vista- Bogotá- Buenos Aires- Canaima- Conjunto Los Arrayanes- Emaya- Jesús Nazareno- José Antonio Galán- La Esperanza- Las Lajas- Limonar II Etapa- Loma Linda- Lo;Sin Informacion de Veredas
15;BOYACA;15469;MONIQUIRA;154,269;Rural;MUNICIPIO TOGÛI;MUNICIPIO GAMBITA;VÍA MONIQUIRA - BARBOSA;VÍA MONIQUIRA - TOGÛI;-73-5224407574484;5-87297252034386;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05001;MEDELLIN;50,005;Urbano;CL  94-  95A  Y  96A;CL 78- 80 Y 83B;LIMITE URBANO;KR  45 Y 45A;-75-5456859934048;6-27855161114195;Campo Valdés No.2- La Salle- Las Granjas- María Cano-Carambolas- Oriente- San José La Cima No.1- San José La Cima No.2- Santa Inés;Sin Informacion de Veredas
5;ANTIOQUIA;05697;EL SANTUARIO;54,450;Urbano;CL 58;LIMITE URBANO;KR 38;LIMITE URBANO;-75-2654360457162;6-13706030153202;Sin Informacion de Barrios;Sin Informacion de Veredas
47;MAGDALENA;47980;ZONA BANANERA;478,037;Rural;RÍO SEVILLA;MUNICIPIO ARACATACA;MUNICIPIO CIÉNAGA;MUNICIPIO PUEBLOVIEJO;-74-1886994490892;10-7262266502832;BARRIO 1 DE JULIO- BARRIO CENTRAL- BARRIO CENTRAL- BARRIO CIBATE- BARRIO GUAMACHITO VIEJO- BARRIO LA CHARCA- BARRIO LA POPA- BARRIO LAS CARPAS- BARRIO LOS ALMENDROS- BARRIO MONTECRISTO- BARRIO NUEVO- BARRIO PAZ DEL RIO- BARRIO SAN JUAN- BARRIO TUCURICAN V;Sin Informacion de Veredas
25;CUNDINAMARCA;25258;EL PEÑON;254,027;Rural;MUNICIPIO TOPAIPÍ;MPIO. NIMAIMA Y VERGARA;MUNICIPIO PACHO;MPIO. LA PALMA Y LA PEÑA;-74-3088902228948;5-26237999752777;Sin Informacion de Barrios;APOSENTOS- BUNQUE-  BUNQUE-  CHAPA ALTA-  CHAPA COCLI-  CHAPILLA-  CURICHE-  EL RODEO-  GUAMAL-  Guatama-  HONDURAS-  INSULA-  JAGUAL MATECAÑA-  PEÑONCITO-  PISCO CHIQUITO-  PISCO GRANDE-  QUITASON-  RAUCHAL-  SABANETA-  SAN ISIDRO-  TAUCHA-  TENDIDOS-  T
25;CUNDINAMARCA;25489;NIMAIMA;253,630;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-74-3866400103971;5-12552109435586;Sin Informacion de Barrios;Sin Informacion de Veredas
70;SUCRE;70742;SAN LUIS DE SINCE;702,070;Urbano;CL 16 BIS;CL 9 S;KR 19;KR 1B;-75-1466887897161;9-2444494101095;Amores nuevos- Bodega- Bosque- Buenos Aires- Carpeta- Cascajito- Cementerio- Centro- Charco Colorado- Chupundun- Colombia- Divino Niño- El Trébol- El Vaticano- Esmeralda- Estanco- Gaitán- Guinea- La Ceja- Las Malvinas- Palacio- Pueblo nuevo- San Francisco;Since
91;AMAZONAS;91536;PUERTO ARICA;912,010;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-71-7546017226419;-2-14953792333051;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05088;BELLO;51,050;Urbano;LIMITE URBANO;DG 50A- 51 Y 52;M. COPACABANA;AK 49B Y Q. LA GARCIA;-75-5411141951413;6-34518494803285;Altos de Niquia- Ciudad Niquia- Ciudadela del Norte- Guasimalito- La Navarra- Niquia Bifamiliar- Panamericano- Quitasol;Sin Informacion de Veredas
23;CORDOBA;23672;SAN ANTERO;231,528;Rural;MAR CARIBE;MUNICIPIO PURISIMA;MPIO. COVEÑAS Y PURISIMA;VÍA LORICA-CAÑO LOBO;-75-7325898546763;9-35620107874098;Sin Informacion de Barrios;Anapoima- Arenal-  Barrio lindo-  El Descanso-  El Socorro-  El Tigre-  San Pedro de Hondo-  Santa Rita-  Santa Rosa
54;NORTE DE SANTANDER;54553;PUERTO SANTANDER;548,030;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANOI;-72-4092639730927;8-36123732797586;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05837;TURBO;57,868;Rural;VÍA TURBO - SAN P. DE U.;MUNICIPIO APARTADO;MUNICIPIO SAN PEDRO DE U.;MAR CARIBE;-76-5620272516977;8-06458634669895;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25324;GUATAQUI;252,820;Urbano;CL 13;CL 0;LIMITE URBANO;LIMITE URBANO;-74-7903046986412;4-51813426286611;Sin Informacion de Barrios;SANTA ISABEL
19;CAUCA;19256;EL TAMBO;193,588;Rural;MUNICIPIO LOPEZ;RÍO (PERMANENTE);RÍO (PERMANENTE);MUNICIPIO LOPEZ;-77-2175510284465;2-77597432394884;Sin Informacion de Barrios;Sin Informacion de Veredas
