codigo_departamento;nombre_departamento;codigo_municipio;nombre_municipio;codigo_postal;tipo;limite_norte;limite_sur;limite_este;limite_oeste;longitud_centroide;latitud_centroide;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal
27;CHOCO;27205;CONDOTO;273,037;Rural;MPIO. RÍO IRO E ISTMINA;MUNICIPIO NOVITA;RELIEVE MONTAÑOSO;MPIO. MEDIO SAN JUAN;-76-5561395941417;5-06589773171589;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25394;LA PALMA;253,807;Rural;VIA NARANJAL-LA PALMA-MINIPI QUI.;MUNICIPIO LA PEÑA;MPIO. EL PEÑÓN Y TOPAIPÍ;VIA UTICA-MINIPI QUIJANO;-74-3923557432173;5-30823685178416;Sin Informacion de Barrios;AGUADA- Alpujarra-  Alto de Izacar-  ALTO DE MICOS-  Alto Grande-  BAMACA-  BUENOS AIRES-  Cámbulos-  COYABO-  El Egido-  El Potrero-  El Rincón-  GUAMAL-  Hatico-  Hinche Alto-  Hinche Bajo-  Hortigal-  Hoya de Tudela-  HOYA DEL TABLON-  HOYA DEL TABLON-
73;TOLIMA;73873;VILLARRICA;734,068;Rural;RÍO CUINDE BLANCO Y (PERMANENTE);MUNICIPIO DOLORES;MUNICIPIO DOLORES;M. CUNDAY- PURIFICA. Y PRADO;-74-6391715265023;3-82034206732669;Sin Informacion de Barrios;Bello Horizonte- El Cruce-  El Piñal-  Mercadilla-  Palmira-  Vegas de Café
25;CUNDINAMARCA;25183;CHOCONTA;250,808;Rural;MUNICIPIO VILLAPINZÓN;MUNICIPIO SESQUILÉ;MUNICIPIO MACHETÁ;VIA BOGOTÁ-TUNJA;-73-6708527149058;5-08951245550617;Sin Informacion de Barrios;ESPIGAS- RANCHERIA-  SAN VICENTE-  SANTA ROSA-  SAUCIO
27;CHOCO;27600;RIO QUITO;272,057;Rural;MUNICIPIO QUIBDÓ;Q. CHIGUARANDO- RÍO PATO Y (PERMANENTE);MPIO. ATRATO Y QUIBDÓ;MUNICIPIO ALTO BAUDÓ;-76-8390758244333;5-60546210507914;Sin Informacion de Barrios;Sin Informacion de Veredas
50;META;50568;PUERTO GAITAN;502,058;Rural;CAÑO MINA CHIQUITA- TEXAS Y RÍO (PER.);MUNICIPIO MAPIRIPAN;VÍA LA TONINA-TILLABA;MPIO. SAN MARTÍN Y PTO. LÓPEZ;-72-0471089866262;3-5788266464121;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15500;OICATA;150,227;Rural;M. COMBITA Y TUTA;M. TINJA Y CHIVATA;M. TUTA Y CHIVATA;MUNICIPIO COMVITA;-73-2798847861613;5-61074163326094;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05467;MONTEBELLO;55,047;Rural;MUNICIPIO CALDAS;VIA RETIRO-L. U.-VERSALLES;MUNICIPIO RETIRO;MPIO. SANTA BARBARA;-75-5647346165031;5-97308323884994;Sin Informacion de Barrios;Sin Informacion de Veredas
8;ATLANTICO;08436;MANATI;85,020;Urbano;KR 14;KR 1B;CL 1;CL 13;-74-959846477644;10-4481803906025;Sin Informacion de Barrios;Sin Informacion de Veredas
54;NORTE DE SANTANDER;54344;HACARI;546,517;Rural;MUNICIPIO SAN CALIXTO;MPIO. LA PLAYA Y ABREGO;MUNICIPIO SARDINATA;MPIO. SAN CALIXTO Y LA PLAYA;-73-0783941873175;8-36197750525565;Sin Informacion de Barrios;Agua Blanca- Aguadas-  Algaborros-  Aposento Alto-  Aposento Bajo-  Astilleros-  Barilante-  Bélgica-  Bella Vista-  Bellavista-  Buena Suerte-  Buenos Aires-  Cabecera Municipal-  Capellania-  Carrizal-  Castrillón-  Cumana-  El Centro-  El Cobre-  El Lí
54;NORTE DE SANTANDER;54673;SAN CAYETANO;545,017;Rural;MUNICIPIO EL ZULIA;MUNICIPIO BOCHALEMA;MUNICIPIO CÚCUTA;MPIO. SANTIAGO Y DURANIA;-72-6101502858519;7-84753666724686;Sin Informacion de Barrios;Cabecera Municipal- Cornejo-  Guaduas-  La Ensillada-  La Palma-  Santa Rosa
68;SANTANDER;68533;PARAMO;683,527;Rural;MUNICIPIO SAN GIL;QUEBRADA GUAYANA;MUNICIPIO VALLE DE SAN JOSE;MPIO. PINCHOTE Y SOCORRO;-73-1598095475883;6-45486299166799;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25151;CAQUEZA;251,827;Rural;MUNICIPIO UBAQUE;MUNICIPIO FOSCA;M. FÓMEQUE Y QUETAME;MPIO. UNE Y CHIPAQUE;-73-9449374376586;4-40202628347527;Sin Informacion de Barrios;Alto de Cruz- Banco-  El Carmen-  El Páramo-  El Tablon-  El Volador-  Ganco-  Giron de Blancos-  Giron de Moyas-  Giron de Resguardo-  Hoya de Santiago-  Hoyas-  La Chapa-  La Jabonera-  Los Pinos-  NOVILLEROS-  Palo Grande-  Ponta-  PONTA-  POTRERO ALTO
15;BOYACA;15757;SOCHA;151,647;Rural;M. PAZ DE RÍO Y SATIVASUR;MUNICIPIO TASCO;MUNICIPIO SOCOTÁ;MPIO. PAZ DE RÍO Y TASCO;-72-6809616848733;5-95949231337227;Sin Informacion de Barrios;Sin Informacion de Veredas
13;BOLIVAR;13836;TURBACO;131,008;Rural;VIA TURBANA-VILLANUEVA;MUNICIPIO ARJONA;M. VILLANUEVA Y SAN ESTANISLAO;MUNICIPIO TURBANA;-75-352168098996;10-3346809065362;La Línea- La Montaña;Sin Informacion de Veredas
17;CALDAS;17495;NORCASIA;175,001;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-74-8892067760726;5-57522406954325;Sin Informacion de Barrios;Sin Informacion de Veredas
47;MAGDALENA;47058;ARIGUANI;475,017;Rural;M. SABANAS DE SAN ANGEL;VÍA ARIGUANI-BOSCONIA;MUNICIPIO BOSCONIA;M. SABA. DE SAN ANGEL Y NVA. GRANADA;-74-1490780737055;9-93032032060495;SAN MARTIN;Sin Informacion de Veredas
13;BOLIVAR;13473;MORALES;134,548;Rural;MUNICIPIO ARENAL;M. SIMITÍ Y STA. ROSA DEL SUR;RÍO SIMITÍ Y DE MORALES;MUNICIPIO MONTECRISTO;-74-0542789193657;8-24499833940627;Sin Informacion de Barrios;Muela- San Rafael-  Santo Domingo-  Soya-  Tequendama-  Zabaleta
52;NARIÑO;52083;BELEN;521,080;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-77-0162408862977;1-59560228022195;Sin Informacion de Barrios;Cabecera Municipal- Campo de María Bajo-  Potrerito
44;LA GUAJIRA;44847;URIBIA;441,057;Rural;VÍA SIAPANA-RANCHE. ICHITU;VÍA RANCHE. MAKI-CASTILLETES;MAR CARIBE Y AY. TOPIA;AY. IRORSIMA Y VÍA RAN. MAKI-CE. ICHIPANA;-71-4391179770384;12-020050949939;Sin Informacion de Barrios;Sin Informacion de Veredas
73;TOLIMA;73854;VALLE DE SAN JUAN;733,027;Rural;MUNICIPIO SAN LUIS;MUNICIPIO ORTEGA;MUNICIPIO SAN LUIS;MUNICIPIO ROVIRA;-75-1717994849657;4-18168164799999;Sin Informacion de Barrios;Caracolí- Contreras-  La Flor
73;TOLIMA;73026;ALVARADO;730,528;Rural;MUNICIPIO VENADILLO;QUEBRADA LA CAIMA;MUNICIPIO VENADILLO;M. IBAGUÉ Y ANZOÁTEGUI;-74-9966070324164;4-62123265214058;Sin Informacion de Barrios;Covenio- Cuminá-  Guamal-  Guaruma-  Juntas-  La Pedregosa-  La Tigrera-  La Union-  Laguneta-  Los Guayabos-  Mercadillo-  Montegrande-  Santodomingo-  Vallecitos-  Verdun
73;TOLIMA;73001;IBAGUE;730,018;Rural;MUNICIPIO SALENTO Y ANZOATEGUI;VIA IBAGUE - CAJAMARCA;QUEBRADA LA SIBERIA;MUNICIPIO CAJAMARCA;-75-3648769529796;4-54309922472544;Sin Informacion de Barrios;Astilleros- Cataima-  Cataimita-  El Corazon-  El Ingenio-  El Secreto la Maria-  Juntas-  La Maria Comucima-  Los Naranjos-  Peñaranda Alta-  Puerto Piedra-  Ramos y Astilleros-  San Simon Alto-  San Simon Bajo-  Tapias-  Tres Esquinas-  Villa Restrepo
41;HUILA;41319;GUADALUPE;416,048;Rural;RÍO (PERMANENTE) Y M.  ALTAMIRA;MPIO. SUAZA Y FLORENCIA;MUNICIPIO FLORENCIA;MPIO. ALTAMIRA Y SUAZA;-75-7056507572931;1-96385948203647;Sin Informacion de Barrios;ALTO RESINAS- AUSTRALIA-  BARQUETAS-  BELLAVISTA-  BETANIA-  BUENOS AIRES-  CACHIMBAL-  CHORRILLOS-  COROZAL-  EL CARMEN-  EL DIVISO-  EL PARAISO-  EL PUENTE-  EL RECREO-  EL SALADO-  EL SINAI-  EL TIGRE-  EL VEGON-  FILO DE SALAZAR-  HATO VIEJO-  HORIZON
11;BOGOTA- D.C.;11001;LOCALIDAD CIUDAD BOLIVAR;111,971;Rural;CL  97 S;BARRIO MUCHUELO ALTO RURAL;RIO TUNJUELITO;M. SOACHA;-74-1528812006608;4-48825787399977;Brazuelos Occidental- Brazuelos Occidental Rural- Mochuelo Alto- Mochuelo Alto Rural- Quiba Alto;Cabecera Municipal- SAN JORGE
68;SANTANDER;68152;CARCASI;681,527;Rural;MUNICIPIO CONCEPCIÓN;MUNICIPIO SAN MIGUEL;VIA CERRITO-RÍO (PERMANENTE);M. CONCEPCIÓN Y ENCISO;-72-6103546548639;6-67332335692663;Sin Informacion de Barrios;Sin Informacion de Veredas
41;HUILA;41298;GARZON;414,029;Rural;VÍA AGRADO-GARZÓN;MUNICIPIO GUADALUPE;MUNICIPIO FLORENCIA;MPIO. AGRADO Y ALTAMIRA;-75-6269300429199;2-10890314832005;Granjas- N. Esperanza Real;Albania- Alto San Isidro-  Buenos Aires-  Caguansito-  Campo Bello-  CAMPO BELLO-  El Balseral-  El Caguán-  El Descanso-  EL GRIFO-  El Mirador-  El Paraíso-  El Pescado-  El Progreso-  El Recreo-  El Rosario-  El Socorro-  El Viso-  Filo de Guayabal-  F
91;AMAZONAS;91669;PUERTO SANTANDER;915,019;Rural;RÍO PERMANTE;MUNICIPIO PUERTO ARICA;RÍO PERMANENTE;MUNICIPIO LA CHORRERA;-71-7326645829753;-1-49943408082163;Sin Informacion de Barrios;Sin Informacion de Veredas
27;CHOCO;27361;ISTMINA;274,017;Rural;M. EL CANTÓN DE S. P.- UNIÓN PA. Y TADÓ;Q/DA. DIPURDÚ DEL GUASIMO;M. RÍO IRO- MEDIO SAN J. Y CONDOTO;MUNICIPIO MEDIO BAUDO;-76-7716640295751;5-10906451047339;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68160;CEPITA;682,067;Rural;M. PIEDECUESTA Y GUACA;M. CURITI Y SAN ANDRES;MPIO. SAN ANDRES;MUNICIPIO ARATOCA;-72-9291437149635;6-75273883667182;Sin Informacion de Barrios;Antalá- Carabalí-  Cepita-  El Guayabo-  El Mangle-  Laguna-  Pavas-  Pire-  Quebradas-  Ramada
47;MAGDALENA;47001;SANTA MARTA;470,008;Rural;MAR CARIBE;MUNICIPIO CIENAGA;RÍO GUACHACA;VIA S. MARTA-RIOHA.- Q. JAPÓN;-74-0259828085341;11-181935423304;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15189;CIENEGA;153,447;Rural;MUNICIPIO VIRACACHA;M. RONDON Y RAMIRIQUI;MUNICIPIO RONDON;MUNICIPIO RAMIRIQUI;-73-2821950095013;5-39276146324096;Sin Informacion de Barrios;Albañil- Cabecera Municipal-  Calabazal-  Cebadal-  Común-  Espinal-  Faravita-  Galindo-  Guacamayas-  Guatareta-  Icarina-  La Isla-  Mazanos-  Naranjos-  Piedralarga-  Piraguata-  Plan-  Potreros-  Reavita-  Resguardo Alto-  Resguardo Bajo-  Rosal-  Ro
17;CALDAS;17433;MANZANARES;173,027;Rural;MUNICIPIO PENSILVANIA;MPIO. HERVEO Y FRESNO;VÍA BOLIVIA-MANZANARES-PADUA;MUNICIPIO MARULANDA;-75-1769506758624;5-21852395659431;Sin Informacion de Barrios;Agua Bonita- Cabecera Municipal-  Campoalegre-  Centro Montebón-  Corozal-  Dos Quebradas-  El Crucero-  El Toro-  Guayaquil-  La Cristalería-  La Esmeralda-  La Gallera-  La Sonrisa-  La Suecia-  La Unión-  Llanadas-  Palmichal-  Quebraditas-  Romeral-
15;BOYACA;15224;CUCAITA;154,067;Rural;MUNICIPIO SORA;M. SORA Y TUNJA;MUNICIPIO TUNJA;MUNICIPIO SAMACA;-73-4462636889282;5-52720805575473;Sin Informacion de Barrios;Baron Germania- Cabecera Municipal-  Caitoque-  Centro-  Chipacata-  Cuesta En Medio-  El Llano-  Escalones-  La Esperanza-  La Hoya-  Lluviosos-  Piedra Gorda-  Pijaos-  Quebrada Llano de Sora-  Tras del ALto
5;ANTIOQUIA;05847;URRAO;56,838;Rural;MUNCIPIO FRONTINO;M. QUIBDO- SALGAR Y C DE ATRATO;RÍO PENDERISCO;M. VIGIA DEL F. Y MEDIO ATRATO;-76-3355723142309;6-298168374684;Sin Informacion de Barrios;El Yarumo- La Calera
73;TOLIMA;73168;CHAPARRAL;735,569;Rural;M. RONCESVALLES Y SAN ANTONIO;MUNICIPIO RÍOBLANCO;VÍA SAN ANTONIO-EL LIMÓN;M. SEVILLA- TULUÁ Y G. DE BUGA;-75-704542926211;3-80507485253452;Sin Informacion de Barrios;Agua Bonita- Aguas Claras-  Alto Ambeima-  Angosturas-  Argentina Hermosa-  Argentina Linday-  Astilleros-  Betania-  Brisas San Pablo Ambeima-  Bruselas-  Buena Vista-  Buenos Aires-  Calibio-  Chicalá-  Chitato-  Dos Quebradas-  El Bosque-  El Cairo-  E
19;CAUCA;19517;PAEZ;192,501;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-9724090653448;2-64508744970027;Sin Informacion de Barrios;Sin Informacion de Veredas
41;HUILA;41006;ACEVEDO;417,077;Rural;MPIO. SUAZA Y TIMANA;VÍA PITALITO-ACEVEDO-SUAZA;MUNICIPIO SUAZA;MUNICIPIO PITALITO;-75-934656856471;1-82214745529228;Sin Informacion de Barrios;ALTO BUENAVISTA- BAJOCANTO-  BATEAS-  BOMBONA-  BOMBONA-  CANTARITO-  CARBONAL-  CRISTO REY-  EL CARMEN-  EL CERRITO-  EL MACAL-  EL PALACIO-  ENCANTO-  HIGUERON-  LA PALMA-  LA VICTORIA-  LAS BRISAS-  LAS MERCEDES-  MESA ALTA-  MESON-  OLIVOS-  SAN ISIDR
54;NORTE DE SANTANDER;54261;EL ZULIA;545,517;Rural;MUNICIPIO CÚCUTA;QUEBRADA COLORADA;MUNICIPIO CÚCUTA;MUNICIPIO SARDINATA;-72-6109001099225;8-15362454760105;Sin Informacion de Barrios;Sin Informacion de Veredas
17;CALDAS;17388;LA MERCED;172,067;Rural;MUNICIPIO PACORA;MPIO. FILADELFIA Y ARANZAZU;MUNICIPIO SALAMINA;MPIO. MARMATO Y SUPIA;-75-5581776084467;5-39332081358646;Sin Informacion de Barrios;Camacho- Camacho-  El Porvenir-  El Porvenir-  Guascal-  Guascal
5;ANTIOQUIA;05656;SAN JERONIMO;51,070;Urbano;CL 28;LIMITE URBANO;KR 9;LIMITE URBANO;-75-7278454899289;6-44300781593751;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25743;SILVANIA;252,247;Rural;MUNICIPIO GRANADA;MUNICIPIO TIBACUY;RÍO SUBIA Y LIM. URBANO;MUNICIPIO VIOTÁ;-74-4062718231386;4-43101271269336;Sin Informacion de Barrios;ARGELIA- ARGENTINA-  CALANDAMIA-  GLASGOW-  JAVA-  YAYATA
15;BOYACA;15272;FIRAVITOBA;152,250;Urbano;CL 11;CL 3;KR 1;KR 11;-72-9937677569661;5-6691021127109;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05361;ITUANGO;52,078;Rural;MUNICIPIO TARAZA;MPIO. PEQUE Y TOLEDO;Q/DA. PASCUI. Y R. SAN JUANI.;SERRANIA DE AYAPEL;-75-7678247077732;7-23672706592612;Sin Informacion de Barrios;Alto de Cenizas- Alto de San Agustin-  Bajo Ingles-  Brugo-  camelia Alta-  Canoas-  Chapinero-  Chapinero-  Chispa-  Chontaduro-  Cortaderal-  El Amparo-  El Capote-  El Castillo-  El Cedral-  El Chirimbolo-  El Chuscal-  El Guadual-  El Herrero-  El Ind
17;CALDAS;17614;RIOSUCIO;178,057;Rural;VÍA GUÁTICA-ALTO SAN VICENTE;MPIO. MISTRATO Y GUÁTICA;VÍA GUÁTICA-ALTO SAN VICENTE;MUNICIPIO MISTRATO;-75-8121925623821;5-41766164659128;Sin Informacion de Barrios;Cambia- El Rubí-  Getsemaní-  Palermo-  Río Grande-  Roble Bonito-  Tres Cruces
17;CALDAS;17272;FILADELFIA;171,028;Rural;MUNICIPIO LA MERCED;MUNICIPIO ARANZAZU;MPIO. ARANZAZU Y LA MERCED;VÍA NEIRA-FILADELFIA-LA FELISA;-75-5570947901151;5-31303255843903;Sin Informacion de Barrios;Buenavista- El Roblal-  El Rosio-  La Meseta-  San Ignacio-  San Rafael-  Varsovia
73;TOLIMA;73504;ORTEGA;735,509;Rural;VÍA ORTEGA-VILLA HERMOSA;MUNICIPIO CHAPARRAL;VÍA ORTEGA-CHAPARRAL;MUNICIPIO SAN ANTONIO;-75-3398245457382;3-88988585129414;Sin Informacion de Barrios;Altozano- Boca de Per.-  Cabecera Municipal-  Calarma-  Cedrales-  Chicala-  Chontaduro-  Copial-  Corazon de Peral-  El Carmen-  El Diamante-  El Jardin-  El LLano de O-  El Maco-  El Vergel-  Guayabito-  Guayabo Alto-  Guayabo P.N.-  Guayaquil-  La Arge
50;META;50325;MAPIRIPAN;503,029;Rural;MUNICIPIO PUERTO GAITÁN;RÍO SIARE;MUNICIPIO CUMARIBO;CAÑO EL PALMAR;-71-4951573645679;3-28807033461231;Sin Informacion de Barrios;Sin Informacion de Veredas
23;CORDOBA;23068;AYAPEL;233,538;Rural;MUNICIPIO SAN BENITO ABAD;VÍA COLORADO-LAS ESCOBILLAS;M. MAJAGUAL- GUARANDA Y SAN JA. CA.;CIENAGA ESCOBITAS Y AYAPEL;-74-9557418864186;8-32193329190108;Sin Informacion de Barrios;Sin Informacion de Veredas
73;TOLIMA;73200;COELLO;733,501;Urbano;CL 7;LIMITE URBANO;LIMITE URBANO;KR 4;-74-8977117036248;4-28588133363274;Sin Informacion de Barrios;Sin Informacion de Veredas
94;GUAINIA;94887;PANA PANA;943,018;Rural;MPIO. PTO. COLOMBIA Y MORICHAL;PAÍS BRASIL;MPIO. PTO. COLOM.- CAÑO MIRTÍ Y RÍO (PER.);Q/DA. PACÚ Y RÍO (PERMANENTE);-69-2051574602179;2-05195229949453;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68686;SAN MIGUEL;681,551;Urbano;CL 6;CL 2;LIMITE URBANO;LIMITE URBANO;-72-6453760783701;6-57620806467389;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05789;TAMESIS;56,028;Rural;VÍA TAMESIS - JERICO- RÍO CARTAMA;M. JARDIN- RÍOSUCIO;M. CARAMNTA Y VALPARAISO;MUNICIPIO JERICO;-75-7269482211397;5-63109289502324;Sin Informacion de Barrios;Cabecera Municipal- Campo Alegre-  Cedeño Bajo-  Corozal-  La Argentina-  La Faena-  La Florida-  La Liborina-  La Matilde-  La Mirla-  La Pastora-  Nudillales-  Otrabanda-  Pescadero-  Piedra Moler-  Playa Rica-  Río Claro-  San Luis-  San Pedro
50;META;50001;VILLAVICENCIO;500,017;Rural;R. OCOA-L. U. Y V. V/CIO.-PTO L.;MUNICIPIO ACACIAS;VIA S. ROSA DE R.-LA Q/DITA.;MUNICIPIO GUAYABETAL;-73-6185387225891;4-05293899207066;Sin Informacion de Barrios;Brisas del Guayuriba- Loma de San Juan
63;QUINDIO;63272;FILANDIA;634,008;Rural;VÍA ULLOA-FILANDIA;MUNICIPIO QUIMBAYA;MUNICIPIO CIRCASIA;MPIO. QUIMBAYA Y ALCALÁ;-75-7040095604942;4-64065346961485;Sin Informacion de Barrios;Banbuco Alto- Banbuco Bajo-  Barcelona Alta-  Barcelona Baja-  Buena Vista-  El Paraíso-  El Placer-  El Vigilante-  La Cima-  La Soledad-  La Unión-  Los Tanques-  Morelia Alta-  Naranjal-  Tres Esquinas
13;BOLIVAR;13440;MARGARITA;133,027;Rural;MUNICIPIO GUAMAL;RÍO PERMANENTE;M. GUAMAL Y EL BANCO;MPIO. SAN FERNANDO;-74-2367542310469;9-10086271880181;Sin Informacion de Barrios;Pampan
15;BOYACA;15755;SOCOTA;151,628;Rural;RÍO PAUTO Y (PERMANENTE);MPIO. MONGUA Y PISBA;MPIO. CHITA Y TÁMARA;MPIO. SOCHA- TASCO Y GAMEZA;-72-5475621178061;5-8882838110971;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05234;DABEIBA;57,430;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-2630227527361;6-99997046863234;Sin Informacion de Barrios;El Pital
73;TOLIMA;73675;SAN ANTONIO;735,538;Rural;MUNICIPIO RONCESVALLES;MUNICIPIO CHAPARRAL;M. ORTEGA Y VÍA SAN ANTO.-VILLA HER.;M. RONCESVALLES Y CHAPARRAL;-75-5255935536005;3-92576352313131;Sin Informacion de Barrios;Cabecera Municipal- Cajamarca-Legía-  Carrasposo-  Desierto -Peña Lisa-  El Cural-  El Potro-  El Salado-  El Silencio-  El Vino-  Florida Baja-  La Cristalina-  La Julia-  La Laguna-  Las Delicias-  Las Juntas-  Legía Baja-  Los Lirios-  Lugo Alto-  Mese
15;BOYACA;15114;BUSBANZA;152,080;Urbano;KR 1;KR 5;CL 0;CL 6;-72-8840756545217;5-83013021314417;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68705;SANTA BARBARA;681,037;Rural;MPIO. TONA Y SILOS;VÍA PIEDECUESTA-GUACA;MUNICIPIO GUACA;MPIO. PIEDECUESTA;-72-891696851702;6-99629906562336;Sin Informacion de Barrios;Camara- Cartagena-  Chucurí-  Ortigal-  San Francisco-  San Isidro-  Varia
11;BOGOTA- D.C.;11001;LOCALIDAD KENNEDY;110,841;Urbano;AC  1 DE MAYO;AU SUR  Y  RIO TUNJUELITO;AK  68;CL  44 S;-74-1458372641525;4-60749683042491;Alqueria La Fragua- Alqueria La Fragua Norte- Boita- La Campiña- Las Delicias- Nueva York- Provivienda- Provivienda Occidental- Renania Urapanes- Santa Catalina- Timiza- Timiza A- Timiza B- Timiza C- Tundama;Sin Informacion de Veredas
20;CESAR;20570;PUEBLO BELLO;201,001;Urbano;CL 1;CL 15;KR 22;KR 2;-73-5856955814752;10-4176597328918;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25658;SAN FRANCISCO;253,607;Rural;MUNICIPIO SUPATA;RÍO (PERMANENTE);MUNICIPIO SUBACHOQUE;MUNICIPIO LA VEGA;-74-2628401623415;4-98601094453232;Sin Informacion de Barrios;ALIANZA- ARRAYAN-  CENTRO 1-  CENTRO 2-  EL PEÑON-  JUAN DE VERA-  LA PATRICIA-  MINAS-  MUÑA-  NAGUY-  PUEBLO VIEJO-  SAN ANTONIO-  SAN MARCOS-  SANTA ROSA-  TORIBA
11;BOGOTA- D.C.;11001;LOCALIDAD USME;110,511;Urbano;TV  5C;AU LLANO;AK  51;CL  71A S;-74-1221501462365;4-5209803438392;Granada Sur- La Aurora- Marichuela- Nuevo San Andrés- San Juan Bautista- Santa Librada- Tunjuelito;Sin Informacion de Veredas
17;CALDAS;17380;LA DORADA;175,037;Rural;MPIO. SONSÓN Y PTO. BOYACÁ;RÍO PONTONÁ;MPIO. PUERTO SALGAR;MPIO. NORCASIA Y VICTORIA;-74-7031611613958;5-64994618911931;Sin Informacion de Barrios;Isaza- Jagual Bajo-  RIONEGRITO-  SAN CAYETANO-  San Jose-  TALAVERA
52;NARIÑO;52381;LA FLORIDA;522,040;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-77-4022847803583;1-29759719907435;Sin Informacion de Barrios;Cabecera Municipal
68;SANTANDER;68081;BARRANCABERMEJA;687,037;Rural;MUNICIPIO PUERTO WILCHES;LIMITE URBANO- RIO;MUNICIPIO PUERTO WILCHES;RIO MAGDALENA;-73-7901611457084;7-17004654923471;Sin Informacion de Barrios;La Cabaña- La Felicidad-  La Rompida N- 2-  Puerto Nuevo
54;NORTE DE SANTANDER;54673;SAN CAYETANO;545,010;Urbano;LIMITE URBANO;CL 12;LIMITE URBANO;KR 10;-72-6249987239927;7-87724971475859;Sin Informacion de Barrios;Sin Informacion de Veredas
73;TOLIMA;73873;VILLARRICA;734,060;Urbano;KR 10;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-74-6005512494076;3-93711992172371;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68464;MOGOTES;682,501;Urbano;CL 9A;CL 1;KR 1;KR 14;-72-9704961668516;6-47533770664177;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76736;SEVILLA;762,530;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-9313515142068;4-27059205360626;Alfonso Lopez- Alfonso Ossa- Alpes Parte Alta y Parte Baja- Alto de La Cruz- Avas- Belén (Antes Provivienda I Etapa)- Bonanza- Brasil (Antes Provivienda II Etapa)- Cafetero- Cincuentenario- Concordia- El Carmen- El Pinar- Estadio- Fundadores- Gaitán- Gran;Sin Informacion de Veredas
5;ANTIOQUIA;05055;ARGELIA;54,838;Rural;MUNICIPIO SONSON;MUNICIPIO SAMANA;M. SONSON Y SAMANA;CUCHILLA EL TIGRE;-75-0024161035943;5-71808126086137;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52473;MOSQUERA;527,589;Rural;Q/DA. GUANDIPA Y RÍO (PERMA.);M. ROBER. P.- FCO. P. Y  TUMACO;MPIO. OLAYA HERRERA;M. SAN ANDRES DE TUMACO;-78-4883342212122;2-31676374323257;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05284;FRONTINO;57,450;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-1312514456894;6-77552753805679;Sin Informacion de Barrios;Cabritas- FRONTINO-  La Herradura-  Las Cabras-  San Lazaro
25;CUNDINAMARCA;25662;SAN JUAN DE RIO SECO;253,257;Rural;MUNICIPIO CHAGUANÍ;MUNICIPIO PULÍ;MUNICIPIO VIANI Y QUIPILE;M. BELTRÁN Y RÍO SECO DE LAS PALMAS;-74-6285789819933;4-80335411994565;Sin Informacion de Barrios;CENTRO- EL CARMEN-  GUAYAQUIL-  HATO-  IVANCITO-  MESITA-  PARAMON-  SAN NICOLAS
68;SANTANDER;68307;GIRON;687,541;Urbano;LIMITE URBANO;CL  27;LIMITE URBANO;LIMITE URBANO;-73-169353440683;7-07839966583145;Aldea Alta- Aldea Baja- Alicante- Altos de La Campiña- Altos de San Antonio del Carri- Altos del Llanito- Altos del Tejar- Balcones del Portal- Bellavista- Brisas del Río- Carrizal Campestre- Castilla La Nueva- Centro- Convivir- Corviandi 3- El Carmen- El;Sin Informacion de Veredas
